UF,IBGE,Municipio,CNES,EAS,Peso_Muito_Baixo_Quantidade,Peso_Muito_Baixo_Porcentagem,Peso_Baixo_Quantidade,Peso_Baixo_Porcentagem,Peso_Adequado_Quantidade,Peso_Adequado_Porcentagem,Peso_Elevado_Quantidade,Peso_Elevado_Porcentagem,Total,Local,Ano,Faixa_Etaria,Magreza_Acentuada_Qtd,Magreza_Acentuada_Pct,Magreza_Qtd,Magreza_Pct,Eutrofia_Qtd,Eutrofia_Pct,Sobrepeso_Qtd,Sobrepeso_Pct,Obesidade_Qtd,Obesidade_Pct,Obesidade_Grave_Qtd,Obesidade_Grave_Pct
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,2.0,1.38,1.0,0.69,125.0,86.21,17.0,11.72,145.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,1.0,0.74,4.0,2.94,117.0,86.03,14.0,10.29,136.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,10.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,1.0,1.54,0.0,0.0,61.0,93.85,3.0,4.62,65.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,1.0,1.69,3.0,5.08,51.0,86.44,4.0,6.78,59.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,2.0,3.33,1.0,1.67,48.0,80.0,9.0,15.0,60.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,3.0,2.83,3.0,2.83,93.0,87.74,7.0,6.6,106.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,0.0,0.0,3.0,2.44,112.0,91.06,8.0,6.5,123.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,1.0,0.66,0.0,0.0,138.0,90.79,13.0,8.55,152.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,0.0,0.0,32.0,91.43,3.0,8.57,35.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,3.0,6.52,42.0,91.3,1.0,2.17,46.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,1.0,0.91,2.0,1.82,102.0,92.73,5.0,4.55,110.0,SP,2013,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,1.0,0.59,3.0,1.76,151.0,88.82,15.0,8.82,170.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,0.0,0.0,6.0,5.66,86.0,81.13,14.0,13.21,106.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,0.0,0.0,1.0,0.69,133.0,92.36,10.0,6.94,144.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,3.0,1.71,3.0,1.71,152.0,86.86,17.0,9.71,175.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,1.0,0.39,12.0,4.72,230.0,90.55,11.0,4.33,254.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,0.0,0.0,2.0,1.63,114.0,92.68,7.0,5.69,123.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,16.0,100.0,0.0,0.0,16.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,3.0,3.7,73.0,90.12,5.0,6.17,81.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,0.0,0.0,4.0,4.71,61.0,71.76,20.0,23.53,85.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,0.0,0.0,2.0,3.85,43.0,82.69,7.0,13.46,52.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,2.0,1.36,2.0,1.36,134.0,91.16,9.0,6.12,147.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,1.0,0.7,2.0,1.41,127.0,89.44,12.0,8.45,142.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,0.0,0.0,3.0,5.17,49.0,84.48,6.0,10.34,58.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,1.0,2.27,0.0,0.0,40.0,90.91,3.0,6.82,44.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,1.0,2.13,2.0,4.26,42.0,89.36,2.0,4.26,47.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,1.0,0.83,5.0,4.17,111.0,92.5,3.0,2.5,120.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,0.0,0.0,0.0,0.0,25.0,92.59,2.0,7.41,27.0,SP,2014,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,1.0,0.34,6.0,2.06,262.0,90.03,22.0,7.56,291.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,1.0,0.95,4.0,3.81,97.0,92.38,3.0,2.86,105.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,2.0,1.8,0.0,0.0,94.0,84.68,15.0,13.51,111.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,1.0,1.25,3.0,3.75,63.0,78.75,13.0,16.25,80.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,0.0,0.0,0.0,0.0,62.0,96.88,2.0,3.13,64.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,0.0,0.0,8.0,4.42,165.0,91.16,8.0,4.42,181.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,10.0,90.91,1.0,9.09,11.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,6.0,4.88,5.0,4.07,99.0,80.49,13.0,10.57,123.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,0.0,0.0,2.0,3.23,56.0,90.32,4.0,6.45,62.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,0.0,0.0,1.0,2.56,36.0,92.31,2.0,5.13,39.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,0.0,0.0,1.0,0.57,160.0,91.95,13.0,7.47,174.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,0.0,0.0,3.0,2.56,108.0,92.31,6.0,5.13,117.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,0.0,0.0,7.0,4.05,152.0,87.86,14.0,8.09,173.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,1.0,1.79,53.0,94.64,2.0,3.57,56.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,1.0,2.33,39.0,90.7,3.0,6.98,43.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,2.0,2.33,1.0,1.16,74.0,86.05,9.0,10.47,86.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,0.0,0.0,0.0,0.0,42.0,97.67,1.0,2.33,43.0,SP,2015,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060027,CENTRO DE ESPECIALIDADES E APOIO DIAGNOSTICO CEAD,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,1.0,0.46,4.0,1.84,192.0,88.48,20.0,9.22,217.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,1.0,1.16,2.0,2.33,72.0,83.72,11.0,12.79,86.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,2.0,2.25,0.0,0.0,78.0,87.64,9.0,10.11,89.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,0.0,0.0,0.0,0.0,50.0,87.72,7.0,12.28,57.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,1.0,2.44,1.0,2.44,36.0,87.8,3.0,7.32,41.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,0.0,0.0,3.0,2.22,122.0,90.37,10.0,7.41,135.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,19.0,63.33,11.0,36.67,30.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,2.0,1.5,122.0,91.73,9.0,6.77,133.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,2.0,1.74,3.0,2.61,101.0,87.83,9.0,7.83,115.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,1.0,1.64,1.0,1.64,54.0,88.52,5.0,8.2,61.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,2.0,1.39,3.0,2.08,132.0,91.67,7.0,4.86,144.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,2.0,1.29,6.0,3.87,138.0,89.03,9.0,5.81,155.0,SP,2016,0 a 5 anos,,,,,,,,,,,,
