UF,IBGE,Municipio,CNES,EAS,Peso_Muito_Baixo_Quantidade,Peso_Muito_Baixo_Porcentagem,Peso_Baixo_Quantidade,Peso_Baixo_Porcentagem,Peso_Adequado_Quantidade,Peso_Adequado_Porcentagem,Peso_Elevado_Quantidade,Peso_Elevado_Porcentagem,Total,Local,Ano,Faixa_Etaria,Magreza_Acentuada_Qtd,Magreza_Acentuada_Pct,Magreza_Qtd,Magreza_Pct,Eutrofia_Qtd,Eutrofia_Pct,Sobrepeso_Qtd,Sobrepeso_Pct,Obesidade_Qtd,Obesidade_Pct,Obesidade_Grave_Qtd,Obesidade_Grave_Pct,cnes,lat_ubs,lon_ubs,qtd_esc_publicas,qtd_esc_privadas,qtd_fastfood,qtd_supermercados,qtd_pracas_esporte,acesso_transporte,Faixa_Etaria_Cod,Tendencia_Obesidade,Obesidade_Ano_Anterior,Delta_Obesidade,Status,Delta_Predito
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,,,,,,,,,12.0,SP,2020,10 a 19 anos,0.0,0.0,0.0,0.0,9.0,75.0,1.0,8.33,2.0,16.67,0.0,0.0,2031922,-22.425,-47.555,4,0,4,6,30,44,0,10.82,8.04,2.780000000000001,DADO HISTÓRICO,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,,,,,,,,,100.0,SP,2021,10 a 19 anos,1.0,1.0,2.0,2.0,68.0,68.0,11.0,11.0,11.0,11.0,7.0,7.0,2031922,-22.425,-47.555,4,0,4,6,30,44,0,14.486666666666666,10.82,3.666666666666666,DADO HISTÓRICO,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,,,,,,,,,721.0,SP,2022,10 a 19 anos,2.0,0.28,13.0,1.8,437.0,60.61,155.0,21.5,88.0,12.21,26.0,3.61,2031922,-22.425,-47.555,4,0,4,6,30,44,0,13.293333333333335,14.486666666666666,-1.1933333333333316,DADO HISTÓRICO,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,,,,,,,,,839.0,SP,2023,10 a 19 anos,3.0,0.36,18.0,2.15,519.0,61.86,154.0,18.36,108.0,12.87,37.0,4.41,2031922,-22.425,-47.555,4,0,4,6,30,44,0,12.026666666666666,13.293333333333335,-1.2666666666666693,DADO HISTÓRICO,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,,,,,,,,,997.0,SP,2024,10 a 19 anos,4.0,0.4,28.0,2.81,613.0,61.48,200.0,20.06,125.0,12.54,27.0,2.71,2031922,-22.425,-47.555,4,0,4,6,30,44,0,12.54,12.026666666666666,0.5133333333333336,DADO HISTÓRICO,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,,,,,,,,,1.025,SP,2025,10 a 19 anos,5.0,0.49,32.0,3.12,624.0,60.88,201.0,19.61,134.0,13.07,29.0,2.83,2031922,-22.425,-47.555,4,0,4,6,30,44,0,12.826666666666666,12.54,0.28666666666666707,DADO HISTÓRICO,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,,,,,,,,,30.0,SP,2018,10 a 19 anos,0.0,0.0,3.0,10.0,15.0,50.0,7.0,23.33,4.0,13.33,1.0,3.33,2033186,-22.418,-47.585,6,0,1,5,24,29,0,12.29,11.25,1.0399999999999991,DADO HISTÓRICO,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,,,,,,,,,12.0,SP,2019,10 a 19 anos,0.0,0.0,0.0,0.0,6.0,50.0,3.0,25.0,3.0,25.0,0.0,0.0,2033186,-22.418,-47.585,6,0,1,5,24,29,0,16.526666666666667,12.29,4.236666666666668,DADO HISTÓRICO,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,,,,,,,,,44.0,SP,2020,10 a 19 anos,0.0,0.0,2.0,4.55,23.0,52.27,11.0,25.0,6.0,13.64,2.0,4.55,2033186,-22.418,-47.585,6,0,1,5,24,29,0,17.323333333333334,16.526666666666667,0.7966666666666669,DADO HISTÓRICO,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,,,,,,,,,35.0,SP,2021,10 a 19 anos,0.0,0.0,1.0,2.86,12.0,34.29,10.0,28.57,7.0,20.0,5.0,14.29,2033186,-22.418,-47.585,6,0,1,5,24,29,0,19.546666666666667,17.323333333333334,2.2233333333333327,DADO HISTÓRICO,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,,,,,,,,,127.0,SP,2022,10 a 19 anos,0.0,0.0,0.0,0.0,72.0,56.69,30.0,23.62,18.0,14.17,7.0,5.51,2033186,-22.418,-47.585,6,0,1,5,24,29,0,15.936666666666667,19.546666666666667,-3.6099999999999994,DADO HISTÓRICO,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,,,,,,,,,171.0,SP,2023,10 a 19 anos,0.0,0.0,3.0,1.75,92.0,53.8,39.0,22.81,30.0,17.54,7.0,4.09,2033186,-22.418,-47.585,6,0,1,5,24,29,0,17.236666666666668,15.936666666666667,1.3000000000000007,DADO HISTÓRICO,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,,,,,,,,,212.0,SP,2024,10 a 19 anos,0.0,0.0,7.0,3.3,112.0,52.83,53.0,25.0,33.0,15.57,7.0,3.3,2033186,-22.418,-47.585,6,0,1,5,24,29,0,15.76,17.236666666666668,-1.4766666666666683,DADO HISTÓRICO,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,,,,,,,,,165.0,SP,2025,10 a 19 anos,0.0,0.0,6.0,3.64,78.0,47.27,43.0,26.06,30.0,18.18,8.0,4.85,2033186,-22.418,-47.585,6,0,1,5,24,29,0,17.096666666666668,15.76,1.3366666666666678,DADO HISTÓRICO,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,,,,,,,,,30.0,SP,2018,10 a 19 anos,0.0,0.0,0.0,0.0,20.0,66.67,3.0,10.0,4.0,13.33,3.0,10.0,2049163,-22.34,-47.565,0,0,0,0,0,0,0,16.665,20.0,-3.335000000000001,DADO HISTÓRICO,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,,,,,,,,,13.0,SP,2019,10 a 19 anos,0.0,0.0,0.0,0.0,9.0,69.23,2.0,15.38,2.0,15.38,0.0,0.0,2049163,-22.34,-47.565,0,0,0,0,0,0,0,16.236666666666668,16.665,-0.428333333333331,DADO HISTÓRICO,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,,,,,,,,,39.0,SP,2020,10 a 19 anos,0.0,0.0,0.0,0.0,27.0,69.23,6.0,15.38,4.0,10.26,2.0,5.13,2049163,-22.34,-47.565,0,0,0,0,0,0,0,12.99,16.236666666666668,-3.246666666666668,DADO HISTÓRICO,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,,,,,,,,,115.0,SP,2021,10 a 19 anos,0.0,0.0,1.0,0.87,65.0,56.52,20.0,17.39,21.0,18.26,8.0,6.96,2049163,-22.34,-47.565,0,0,0,0,0,0,0,14.633333333333335,12.99,1.6433333333333344,DADO HISTÓRICO,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,,,,,,,,,162.0,SP,2022,10 a 19 anos,0.0,0.0,1.0,0.62,97.0,59.88,31.0,19.14,25.0,15.43,8.0,4.94,2049163,-22.34,-47.565,0,0,0,0,0,0,0,14.65,14.633333333333335,0.01666666666666572,DADO HISTÓRICO,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,,,,,,,,,167.0,SP,2023,10 a 19 anos,0.0,0.0,6.0,3.59,101.0,60.48,33.0,19.76,18.0,10.78,9.0,5.39,2049163,-22.34,-47.565,0,0,0,0,0,0,0,14.823333333333336,14.65,0.17333333333333556,DADO HISTÓRICO,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,,,,,,,,,160.0,SP,2024,10 a 19 anos,0.0,0.0,3.0,1.88,94.0,58.75,29.0,18.13,25.0,15.63,9.0,5.63,2049163,-22.34,-47.565,0,0,0,0,0,0,0,13.946666666666667,14.823333333333336,-0.8766666666666687,DADO HISTÓRICO,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,,,,,,,,,214.0,SP,2025,10 a 19 anos,3.0,1.4,2.0,0.93,120.0,56.07,31.0,14.49,39.0,18.22,19.0,8.88,2049163,-22.34,-47.565,0,0,0,0,0,0,0,14.876666666666665,13.946666666666667,0.9299999999999979,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,4.0,SP,2018,10 a 19 anos,0.0,0.0,0.0,0.0,1.0,25.0,2.0,50.0,1.0,25.0,0.0,0.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,12.5,0.0,12.5,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,2.0,SP,2019,10 a 19 anos,0.0,0.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,8.333333333333334,12.5,-4.166666666666666,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,4.0,SP,2020,10 a 19 anos,0.0,0.0,0.0,0.0,2.0,50.0,1.0,25.0,1.0,25.0,0.0,0.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,16.666666666666668,8.333333333333334,8.333333333333334,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,34.0,SP,2021,10 a 19 anos,0.0,0.0,1.0,2.94,19.0,55.88,5.0,14.71,9.0,26.47,0.0,0.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,17.156666666666666,16.666666666666668,0.48999999999999844,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,62.0,SP,2022,10 a 19 anos,0.0,0.0,3.0,4.84,34.0,54.84,16.0,25.81,7.0,11.29,2.0,3.23,2055821,-22.43,-47.56,4,0,4,6,35,48,0,20.919999999999998,17.156666666666666,3.763333333333332,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,81.0,SP,2023,10 a 19 anos,0.0,0.0,3.0,3.7,50.0,61.73,9.0,11.11,15.0,18.52,4.0,4.94,2055821,-22.43,-47.56,4,0,4,6,35,48,0,18.76,20.919999999999998,-2.1599999999999966,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,68.0,SP,2024,10 a 19 anos,0.0,0.0,1.0,1.47,49.0,72.06,7.0,10.29,9.0,13.24,2.0,2.94,2055821,-22.43,-47.56,4,0,4,6,35,48,0,14.35,18.76,-4.410000000000002,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,75.0,SP,2025,10 a 19 anos,0.0,0.0,2.0,2.67,44.0,58.67,16.0,21.33,10.0,13.33,3.0,4.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,15.030000000000001,14.35,0.6800000000000015,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,66.0,SP,2018,10 a 19 anos,0.0,0.0,3.0,4.55,39.0,59.09,13.0,19.7,9.0,13.64,2.0,3.03,2055902,-22.402,-47.58,4,0,2,8,55,29,0,11.365,9.09,2.2750000000000004,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,60.0,SP,2019,10 a 19 anos,1.0,1.67,2.0,3.33,35.0,58.33,18.0,30.0,3.0,5.0,1.0,1.67,2055902,-22.402,-47.58,4,0,2,8,55,29,0,9.243333333333334,11.365,-2.121666666666666,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,52.0,SP,2020,10 a 19 anos,1.0,1.92,1.0,1.92,34.0,65.38,13.0,25.0,2.0,3.85,1.0,1.92,2055902,-22.402,-47.58,4,0,2,8,55,29,0,7.496666666666667,9.243333333333334,-1.746666666666667,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,205.0,SP,2021,10 a 19 anos,2.0,0.98,4.0,1.95,124.0,60.49,41.0,20.0,25.0,12.2,9.0,4.39,2055902,-22.402,-47.58,4,0,2,8,55,29,0,7.016666666666666,7.496666666666667,-0.4800000000000013,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,377.0,SP,2022,10 a 19 anos,5.0,1.33,17.0,4.51,230.0,61.01,69.0,18.3,44.0,11.67,12.0,3.18,2055902,-22.402,-47.58,4,0,2,8,55,29,0,9.24,7.016666666666666,2.2233333333333345,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,531.0,SP,2023,10 a 19 anos,2.0,0.38,21.0,3.95,329.0,61.96,99.0,18.64,59.0,11.11,21.0,3.95,2055902,-22.402,-47.58,4,0,2,8,55,29,0,11.659999999999998,9.24,2.419999999999998,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,559.0,SP,2024,10 a 19 anos,3.0,0.54,16.0,2.86,350.0,62.61,119.0,21.29,48.0,8.59,23.0,4.11,2055902,-22.402,-47.58,4,0,2,8,55,29,0,10.456666666666667,11.659999999999998,-1.2033333333333314,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,604.0,SP,2025,10 a 19 anos,5.0,0.83,12.0,1.99,369.0,61.09,124.0,20.53,72.0,11.92,22.0,3.64,2055902,-22.402,-47.58,4,0,2,8,55,29,0,10.54,10.456666666666667,0.08333333333333215,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,20.0,SP,2018,10 a 19 anos,0.0,0.0,0.0,0.0,12.0,60.0,6.0,30.0,2.0,10.0,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,10.555,11.11,-0.5549999999999997,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,17.0,SP,2019,10 a 19 anos,0.0,0.0,0.0,0.0,10.0,58.82,4.0,23.53,3.0,17.65,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,12.92,10.555,2.365,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,1.0,SP,2020,10 a 19 anos,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,9.216666666666667,12.92,-3.703333333333333,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,69.0,SP,2021,10 a 19 anos,3.0,4.35,0.0,0.0,33.0,47.83,15.0,21.74,11.0,15.94,7.0,10.14,2060825,-22.421,-47.545,1,0,2,2,12,14,0,11.196666666666665,9.216666666666667,1.9799999999999986,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,181.0,SP,2022,10 a 19 anos,5.0,2.76,3.0,1.66,113.0,62.43,25.0,13.81,27.0,14.92,8.0,4.42,2060825,-22.421,-47.545,1,0,2,2,12,14,0,10.286666666666667,11.196666666666665,-0.9099999999999984,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,259.0,SP,2023,10 a 19 anos,1.0,0.39,10.0,3.86,145.0,55.98,60.0,23.17,33.0,12.74,10.0,3.86,2060825,-22.421,-47.545,1,0,2,2,12,14,0,14.533333333333333,10.286666666666667,4.246666666666666,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,260.0,SP,2024,10 a 19 anos,2.0,0.77,12.0,4.62,140.0,53.85,68.0,26.15,29.0,11.15,9.0,3.46,2060825,-22.421,-47.545,1,0,2,2,12,14,0,12.936666666666667,14.533333333333333,-1.5966666666666658,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,212.0,SP,2025,10 a 19 anos,0.0,0.0,11.0,5.19,116.0,54.72,52.0,24.53,29.0,13.68,4.0,1.89,2060825,-22.421,-47.545,1,0,2,2,12,14,0,12.523333333333333,12.936666666666667,-0.413333333333334,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,20.0,SP,2018,10 a 19 anos,1.0,5.0,1.0,5.0,14.0,70.0,4.0,20.0,0.0,0.0,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,7.355,14.71,-7.355,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,22.0,SP,2019,10 a 19 anos,0.0,0.0,1.0,4.55,14.0,63.64,3.0,13.64,4.0,18.18,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,10.963333333333333,7.355,3.6083333333333325,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,13.0,SP,2020,10 a 19 anos,1.0,7.69,0.0,0.0,8.0,61.54,2.0,15.38,2.0,15.38,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,11.186666666666667,10.963333333333333,0.2233333333333345,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,65.0,SP,2021,10 a 19 anos,1.0,1.54,0.0,0.0,43.0,66.15,13.0,20.0,7.0,10.77,1.0,1.54,2071940,-22.385,-47.558,9,1,4,12,73,58,0,14.776666666666666,11.186666666666667,3.589999999999998,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,172.0,SP,2022,10 a 19 anos,2.0,1.16,9.0,5.23,92.0,53.49,26.0,15.12,31.0,18.02,12.0,6.98,2071940,-22.385,-47.558,9,1,4,12,73,58,0,14.723333333333334,14.776666666666666,-0.05333333333333101,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,261.0,SP,2023,10 a 19 anos,6.0,2.3,7.0,2.68,148.0,56.7,50.0,19.16,37.0,14.18,13.0,4.98,2071940,-22.385,-47.558,9,1,4,12,73,58,0,14.323333333333332,14.723333333333334,-0.40000000000000213,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,302.0,SP,2024,10 a 19 anos,5.0,1.66,6.0,1.99,177.0,58.61,49.0,16.23,51.0,16.89,14.0,4.64,2071940,-22.385,-47.558,9,1,4,12,73,58,0,16.363333333333333,14.323333333333332,2.040000000000001,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,255.0,SP,2025,10 a 19 anos,2.0,0.78,5.0,1.96,158.0,61.96,43.0,16.86,34.0,13.33,13.0,5.1,2071940,-22.385,-47.558,9,1,4,12,73,58,0,14.799999999999999,16.363333333333333,-1.5633333333333344,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,50.0,SP,2018,10 a 19 anos,0.0,0.0,1.0,2.0,31.0,62.0,12.0,24.0,4.0,8.0,2.0,4.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,6.24,4.48,1.7599999999999998,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,38.0,SP,2019,10 a 19 anos,1.0,2.63,1.0,2.63,24.0,63.16,7.0,18.42,5.0,13.16,0.0,0.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,8.546666666666667,6.24,2.3066666666666666,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,38.0,SP,2020,10 a 19 anos,0.0,0.0,1.0,2.63,20.0,52.63,8.0,21.05,6.0,15.79,3.0,7.89,2074494,-22.415,-47.561,7,0,12,10,66,74,0,12.316666666666668,8.546666666666667,3.7700000000000014,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,141.0,SP,2021,10 a 19 anos,0.0,0.0,2.0,1.42,82.0,58.16,33.0,23.4,17.0,12.06,7.0,4.96,2074494,-22.415,-47.561,7,0,12,10,66,74,0,13.67,12.316666666666668,1.3533333333333317,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,133.0,SP,2022,10 a 19 anos,0.0,0.0,5.0,3.76,68.0,51.13,29.0,21.8,25.0,18.8,6.0,4.51,2074494,-22.415,-47.561,7,0,12,10,66,74,0,15.550000000000002,13.67,1.8800000000000026,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,187.0,SP,2023,10 a 19 anos,3.0,1.6,8.0,4.28,111.0,59.36,37.0,19.79,20.0,10.7,8.0,4.28,2074494,-22.415,-47.561,7,0,12,10,66,74,0,13.853333333333333,15.550000000000002,-1.696666666666669,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,210.0,SP,2024,10 a 19 anos,1.0,0.48,6.0,2.86,125.0,59.52,45.0,21.43,24.0,11.43,9.0,4.29,2074494,-22.415,-47.561,7,0,12,10,66,74,0,13.643333333333333,13.853333333333333,-0.21000000000000085,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,277.0,SP,2025,10 a 19 anos,3.0,1.08,10.0,3.61,156.0,56.32,57.0,20.58,42.0,15.16,9.0,3.25,2074494,-22.415,-47.561,7,0,12,10,66,74,0,12.430000000000001,13.643333333333333,-1.2133333333333312,DADO HISTÓRICO,
